run,fill,year,pp.energy,n.lumi.events,data.quality,proxy.for.lumi.data.integrity,proxy.for.physics.data.integrity,lumi
162840,4349,2015,13,154419,OK,11870.7034348453,11870.7034348,1.2203558782657e-05
162842,4349,2015,13,637330,OK,52892.5339005104,52892.5339005,5.09055391595603e-05
162845,4349,2015,13,2396625,OK,190330.782815586,190330.7828155,0.000191137473332777
162846,4349,2015,13,184657,OK,13841.0493348119,13841.0493348,1.44310814776582e-05
162847,4349,2015,13,664147,OK,52916.5572026944,52916.5572027,5.1839844451959e-05
162848,4349,2015,13,4304041,OK,334053.048755292,334053.0487552,0.00033867076407013
162849,4349,2015,13,1443495,OK,112693.910239893,112693.9102398,0.000114268500396573
162850,4349,2015,13,639599,OK,52910.9779930813,52910.977993139,5.1284345639174e-05
162852,4349,2015,13,328195,OK,25376.9749598452,25376.974959848,2.58797254006653e-05
162854,4349,2015,13,3701230,OK,290391.324570941,290391.3245709,0.000291516847587756
162863,4349,2015,13,573254,OK,45462.1531548256,45462.1531548,4.58057710879654e-05
162865,4349,2015,13,3290590,OK,258293.353315072,258293.35331494,0.000261460507449733
162866,4349,2015,13,61252,OK,4530.57840387744,4530.57840388,4.74011013716095e-06
162867,4349,2015,13,62380,OK,4610.42059565758,4610.42059566,4.90201358507838e-06
162868,4349,2015,13,61249,OK,4426.67198485017,4426.67198485,4.76415967541755e-06
162869,4349,2015,13,2171241,OK,198450.959073817,198450.95907376,0.000171125681669087
162871,4349,2015,13,1298351,OK,123809.775098538,123809.7750984,0.000101843320982864
162873,4349,2015,13,1424711,OK,131169.531210916,131169.531211,0.000112672087791258
162874,4349,2015,13,4322881,OK,335438.093785108,335438.09378497,0.000339161752512857
162875,4349,2015,13,1755211,OK,150994.126539751,150994.1265396,0.000138377019350713
162877,4349,2015,13,1245141,OK,96847.577444157,96847.5774441,9.80335340028618e-05
162878,4349,2015,13,1885147,OK,166695.248193572,166695.2481935,0.000148063343188117
162880,4349,2015,13,1662434,OK,130862.554884846,130862.5548846,0.000131881394808426
162881,4349,2015,13,2023186,OK,162193.287363856,162193.2873638,0.00016051687065277
162883,4349,2015,13,4096016,OK,338505.578622638,338505.5786224,0.000333117672745666
162884,4349,2015,13,4283299,OK,337568.686820462,337568.68682054,0.00034175337622872
162887,4349,2015,13,1686931,OK,130442.832371129,130442.832371,0.000131255099594924
162949,4356,2015,13,57307,OK,4343.41582406744,4343.41582407,4.46721584444687e-06
162950,4356,2015,13,56379,OK,4941.60385489587,4941.6038549,4.42414443454651e-06
162951,4356,2015,13,56442,OK,4950.12625743479,4950.12625743,4.3848283767925e-06
162952,4356,2015,13,66078,OK,5350.4048836325,5350.40488363,5.14920132411852e-06
162953,4356,2015,13,50908,OK,3924.06513332021,3924.06513332,3.98457712886604e-06
162954,4356,2015,13,62621,OK,5345.88689042323,5345.88689042,4.93542594752619e-06
162955,4356,2015,13,53741,OK,4145.94150714848,4145.94150715,4.26581352666014e-06
162956,4356,2015,13,59193,OK,5090.87827568146,5090.87827569,4.70917235187556e-06
162957,4356,2015,13,59907,OK,4673.5294569175,4673.52945692,4.68536061089568e-06
162959,4356,2015,13,54794,OK,4170.28299175909,4170.28299176,4.32684971203903e-06
162960,4356,2015,13,57262,OK,4654.57513896839,4654.57513897,4.46258825204393e-06
162962,4356,2015,13,56073,OK,4770.75794487394,4770.75794487,4.3770940073979e-06
162964,4356,2015,13,70091,OK,5742.78542894219,5742.78542894,5.59099438138046e-06
162995,4356,2015,13,1865835,OK,186272.49445894,186272.494459,0.000148034119901365
163036,4360,2015,13,1901519,OK,118538.6143291,118538.6143291,0.000100887635384896
163037,4360,2015,13,4274040,OK,311507.8363384,311507.8363384,0.00030950711891797
163039,4360,2015,13,1795203,OK,131597.7178922,131597.7178922,0.000132985586003217
163040,4360,2015,13,593711,OK,49073.82061951,49073.8206195,4.33667812281827e-05
163043,4360,2015,13,356410,OK,38903.890942073,38903.8909421,2.64276320748548e-05
163044,4360,2015,13,48976,OK,7888.18994688225,7888.189946877,3.66669794522168e-06
163046,4360,2015,13,541815,OK,45173.9980483449,45173.9980483,4.03776822727324e-05
163048,4360,2015,13,425813,OK,35711.8625055904,35711.8625056,3.16355905321971e-05
163049,4360,2015,13,455761,OK,45254.054740052,45254.05474,3.35819231674809e-05
163050,4360,2015,13,198907,OK,17747.8800495631,17747.8800496,1.43991689316911e-05
163051,4360,2015,13,226906,OK,22419.4952231,22419.4952231,1.63853400306805e-05
163053,4360,2015,13,160346,OK,25054.36865966,25054.3686596,1.18101389668319e-05
163055,4360,2015,13,324170,OK,30708.2191104368,30708.2191104,2.35050127405294e-05
163056,4360,2015,13,54363,OK,11713.5038012412,11713.5038012,4.00112506480654e-06
163057,4360,2015,13,525470,OK,62726.439968909,62726.4399688,3.82837985108549e-05
163065,4360,2015,13,1046565,OK,76364.9629418269,76364.9629419,7.69890819052664e-05
163100,4363,2015,13,1165273,OK,85796.4597465,85796.4597464,8.6979742000816e-05
163101,4363,2015,13,754978,OK,54201.5269136668,54201.5269137,5.52305960776289e-05
163102,4363,2015,13,4814563,OK,349844.69631758,349844.6963174,0.000353216474364111
163107,4363,2015,13,2835560,OK,206515.270985605,206515.2709856,0.000208484323182828
163109,4363,2015,13,673523,OK,49117.6476895544,49117.64768954,4.968708271285e-05
163111,4363,2015,13,4831467,OK,351346.4036372,351346.4036377,0.000355184784392543
163112,4363,2015,13,4831489,OK,351471.232817584,351471.2328176,0.00035600513148015
163115,4363,2015,13,1184826,OK,85361.1435239386,85361.1435238,8.64128980557718e-05
163119,4363,2015,13,6199619,OK,455838.330356,455838.3303562,0.000458563271733835
163123,4363,2015,13,4806455,OK,361887.7791488,361887.7791488,0.000365536864210629
163124,4363,2015,13,1941931,OK,144578.68538767,144578.6853876,0.000146205229157394
163152,4364,2015,13,1428914,OK,156671.8438074,156671.84380749,0.000131103647853477
163155,4364,2015,13,79732,OK,7591.71907333188,7591.71907333,7.50512467711795e-06
163156,4364,2015,13,500823,OK,51013.5878571377,51013.5878571,4.69919703958305e-05
163157,4364,2015,13,4683463,OK,438399.297583,438399.2975832,0.000437691556214843
163158,4364,2015,13,2417825,OK,218080.1528667,218080.1528665,0.000219322655965448
163159,4364,2015,13,4739304,OK,426271.4101752,426271.41017525,0.000429518976876727
163160,4364,2015,13,4753347,OK,427641.6362973,427641.6362972,0.000430890867077343
163161,4364,2015,13,729887,OK,65868.5978231555,65868.5978232,6.62059501039323e-05
163163,4364,2015,13,4768776,OK,428571.6794699,428571.6794691,0.000431474385311573
163164,4364,2015,13,4760572,OK,429111.5116429,429111.51164357,0.000431781712064636
163165,4364,2015,13,4755392,OK,429830.9744783,429830.9744782,0.000432112828649875
163166,4364,2015,13,4767033,OK,430104.7155101,430104.71551036,0.000432477391340834
163167,4364,2015,13,4754461,OK,427315.0459155,427315.0459154,0.000429116405047857
163168,4364,2015,13,3366232,OK,304895.37688733,304895.3768874,0.000307387690667027
163364,4381,2015,13,4670517,OK,524045.0409771,524045.0409772,0.000527461832169139
163366,4381,2015,13,4389244,OK,486669.9428328,486669.942833,0.000491585962046126
163368,4381,2015,13,1732205,OK,188664.872885524,188664.8728854,0.000191297686703462
163369,4381,2015,13,4677477,OK,516314.5460913,516314.5460912,0.000521104160416885
163370,4381,2015,13,4679390,OK,516503.4397074,516503.4397074,0.000519169442515323
163372,4381,2015,13,4692222,OK,517446.5704378,517446.5704378,0.000520146329006083
163373,4381,2015,13,2269700,OK,250653.718119442,250653.7181193,0.00025117325805952
163374,4381,2015,13,4669809,OK,517330.560309603,516338.9080297,0.000519445039636265
163376,4381,2015,13,315201,OK,34524.3608250786,34524.3608251,3.47613072458535e-05
163378,4381,2015,13,4678132,OK,513425.519973756,513425.5199737,0.000515515299371101
163387,4381,2015,13,240589,OK,25969.728692266,25969.7286923,2.66357400795008e-05
163391,4381,2015,13,4566075,OK,516088.771762041,516088.771761959,0.000536988829140232
163394,4381,2015,13,4652655,OK,514997.671318469,514997.6713184,0.000522818997098615
163396,4381,2015,13,4234224,OK,461266.674756456,461266.6747564,0.00046628423728885
163426,4384,2015,13,4658348,OK,517581.533817007,517581.533817,0.00052178136619963
163434,4384,2015,13,579914,OK,63650.0621806748,63650.0621807,6.46097312563545e-05
163437,4384,2015,13,648279,OK,71014.4331704325,71014.4331704,7.13630220150664e-05
163442,4384,2015,13,4663125,OK,511608.202575157,511608.2025751,0.000517672732657899
163453,4384,2015,13,4661391,OK,519049.457750758,519049.4577507,0.00052475961132324
163465,4384,2015,13,4677127,OK,514308.050018431,514308.05001868,0.000518546970374146
163467,4384,2015,13,4681745,OK,513959.456951031,513959.4569518,0.000517307630835683
163472,4384,2015,13,457005,OK,49231.879889796,49231.8798898,4.98246816494066e-05
163477,4384,2015,13,2358511,OK,307312.089034299,307312.08903408,0.000271285329542051
163482,4384,2015,13,4674172,OK,526286.600629122,526286.6006289,0.000529442231649329
163485,4384,2015,13,4654564,OK,522528.399824568,522528.3998247,0.000528187835742451
163486,4384,2015,13,4677645,OK,515164.022519748,515164.0225195,0.000519494663735308
163496,4384,2015,13,4669580,OK,515473.253384344,515473.2533844,0.000520126515239751
163499,4384,2015,13,963383,OK,105170.016438754,105170.0164386,0.000106609370531044
163500,4384,2015,13,407932,OK,45936.0363399353,45936.03634,4.67420796649759e-05
163501,4384,2015,13,4704702,OK,515375.280007436,515375.2800074,0.000518911921277647
163506,4384,2015,13,1550201,OK,171858.736904306,171858.7369043,0.000173101060869627
163542,4386,2015,13,842204,OK,116696.049010719,116696.04901073,0.000118348827265467
163545,4386,2015,13,275913,OK,37142.091544361,37142.0915444,3.87302990551598e-05
163547,4386,2015,13,318992,OK,44095.1172905274,44095.11729055,4.49479010840184e-05
163550,4386,2015,13,1715181,OK,234399.856830102,234399.8568301,0.000241199220293989
163554,4386,2015,13,1338166,OK,182695.558098901,182695.55809893,0.000187658525188293
163596,4391,2015,13,4691652,OK,512790.515291264,512790.5152918,0.000522350311447769
163599,4391,2015,13,4666340,OK,515289.407306999,515289.40730671,0.000522821197389695
163603,4391,2015,13,4672220,OK,512557.523160646,512557.5231607,0.000520476846065745
163606,4391,2015,13,4671188,OK,514901.435608052,514901.4356082,0.000523159265188735
163607,4391,2015,13,4685292,OK,514946.0643757,514946.0643762,0.000522859009247597
163609,4391,2015,13,4672686,OK,513130.53628965,513130.5362895,0.000521098746040894
163610,4391,2015,13,274992,OK,30117.5648963187,30117.5648963,3.0597638521831e-05
163611,4391,2015,13,4693356,OK,518245.503221191,518245.5032217,0.000524402260927062
163614,4391,2015,13,4304238,OK,475336.493150445,475336.4931504,0.000481111802806231
163616,4391,2015,13,3059077,OK,339103.902050049,339103.9020504,0.000344638004825774
163639,4393,2015,13,1824998,OK,258675.43555388,258675.4355536,0.000255160055549138
163640,4393,2015,13,4536254,OK,636914.360871498,636914.3608713,0.000645263536116487
163642,4393,2015,13,1940344,OK,296212.524216393,296212.52421703,0.00028025588027746
163644,4393,2015,13,162330,OK,23063.8670690725,23063.8670691,2.33401865001651e-05
163645,4393,2015,13,4573434,OK,643049.523440234,643049.523440342,0.000654976487961072
163648,4393,2015,13,4582907,OK,628191.174555519,628191.1745552,0.000640381293243655
163649,4393,2015,13,205025,OK,28884.3596461302,28884.3596461,2.68945260060529e-05
163755,4398,2015,13,856239,OK,117771.811786309,117771.811786,0.00011929042524831
163756,4398,2015,13,779165,OK,107551.46820002,107551.4682,0.000108984136107752
163757,4398,2015,13,618002,OK,88493.8661234234,88493.8661234,8.85554645949926e-05
163758,4398,2015,13,322667,OK,120717.277121532,120717.277121,4.64371996551283e-05
163763,4398,2015,13,2508991,OK,433603.579387881,433603.579388,0.000354279599159848
163766,4398,2015,13,4670463,OK,654660.251884373,654660.2518832,0.000662043096629756
163769,4398,2015,13,2655033,OK,363179.304740053,363179.30474032,0.000367677455423763
163775,4398,2015,13,4605646,OK,643148.360792066,643148.3607917,0.000649301422218784
163783,4398,2015,13,4611251,OK,625164.691480956,625164.69148142,0.000633370012545278
163784,4398,2015,13,3969515,OK,614103.614386106,614103.6143859,0.000590625809222891
163786,4398,2015,13,2832116,OK,397933.516931479,397933.5169315,0.000404315760631899
163844,4402,2015,13,996403,OK,138278.16574257,138278.165742483,0.000139343339389206
163848,4402,2015,13,254728,OK,35907.5492194626,35907.549219471,3.54600921196006e-05
163851,4402,2015,13,4641911,OK,638610.006238619,638610.006237792,0.000646526872152004
163864,4402,2015,13,3516167,OK,481160.803888415,481160.8038883,0.000485503074582747
163867,4402,2015,13,2709102,OK,370902.090167137,369905.8758931,0.00037348236684862
163869,4402,2015,13,4642618,OK,636453.886091527,636453.8860926,0.000643129686524566
163872,4402,2015,13,4640166,OK,640648.390799171,640648.3907992,0.000646228624172537
163873,4402,2015,13,4641250,OK,639201.703293789,639201.7032946,0.000646039677172539
163874,4402,2015,13,4640341,OK,643729.450205468,643729.4502051,0.000650242657303597
163875,4402,2015,13,264544,OK,36212.1704565339,36212.170456567,3.67152576740633e-05
163876,4402,2015,13,1784952,OK,251312.62996448,251312.6299645,0.000253915309498208
163877,4402,2015,13,4611542,OK,656762.064096556,656762.06409658,0.000663318620648121
163878,4402,2015,13,4646299,OK,644865.078247463,644865.07824771,0.000650536193894803
163879,4402,2015,13,1254031,OK,172416.960580762,172416.9605807,0.000173847019898361
163880,4402,2015,13,1526575,OK,211097.350361752,211097.3503616,0.000213570637866863
163881,4402,2015,13,1202763,OK,166722.013480038,166722.01347997,0.000167935138970231
163882,4402,2015,13,4647425,OK,640233.308002994,640233.308003041,0.000647112551208994
163883,4402,2015,13,2696530,OK,371018.928278719,371018.92827976,0.000374549522466786
163985,4410,2015,13,4506089,OK,617079.36429612,617079.3642966,0.000623985109917628
163988,4410,2015,13,1403852,OK,194679.01828342,194679.01828296,0.000195952960455456
163989,4410,2015,13,1099659,OK,154233.89684928,154233.89684942,0.000156588608481528
163990,4410,2015,13,4645453,OK,639017.073142036,639017.073142,0.000645930745939675
163991,4410,2015,13,1283716,OK,174423.117278429,174423.117278428,0.000177514264061356
163992,4410,2015,13,4634053,OK,635852.25525753,635852.2552567,0.000642857818622104
163994,4410,2015,13,4637782,OK,641498.78226423,641498.7822642,0.000648350580675015
163995,4410,2015,13,1828392,OK,254189.308985052,254189.30898519,0.000256740203806361
163996,4410,2015,13,675425,OK,92555.9257532572,92555.92575322,9.34222717547339e-05
163997,4410,2015,13,127979,OK,17662.4554082167,17662.4554082,1.79370824192112e-05
164000,4410,2015,13,4599291,OK,651367.937452155,651367.93745349,0.000658549449906487
164001,4410,2015,13,4621704,OK,649891.256567449,649891.2565678,0.00065777166256993
164002,4410,2015,13,4649448,OK,637487.872139643,637487.87214037,0.000645566002124125
164003,4410,2015,13,4640445,OK,643757.046336366,643757.04633642,0.00065185825004656
164004,4410,2015,13,1980941,OK,273818.90625019,273818.9062503,0.000277739859220666
164008,4410,2015,13,1033955,OK,122553.088959574,122553.0889597,0.000123841077879979
164012,4410,2015,13,1362098,OK,150674.695739875,150674.69573997,0.000152132140686968
164013,4410,2015,13,220552,OK,30565.0685228466,30565.06852285,2.96542483406359e-05
164014,4410,2015,13,1345356,OK,186610.508001379,186610.50800168,0.000189500011877252
164015,4410,2015,13,471868,OK,64879.5218947897,64879.52189472,6.67792911831732e-05
164016,4410,2015,13,4617371,OK,638996.031528153,638996.0315278,0.000648327029962824
164017,4410,2015,13,4648283,OK,649158.905694784,649158.9056949,0.000657142844326049
164045,4418,2015,13,225367,OK,32735.8595250991,32735.85952514,3.31492574862595e-05
164048,4418,2015,13,94824,OK,11658.5674295826,11658.567429582,9.87907276403467e-06
164073,4420,2015,13,4661379,OK,653741.470943599,652734.2445887,0.000662445381860392
164076,4420,2015,13,612161,OK,88588.9491265205,88588.949126472,8.99452388168855e-05
164077,4420,2015,13,4637270,OK,666288.07269274,666288.072692381,0.000676563580180508
164078,4420,2015,13,388040,OK,54171.603129631,54171.6031296,5.47977416084764e-05
164079,4420,2015,13,4655223,OK,653775.139858196,653775.13985831,0.000663040027681364
164082,4420,2015,13,4646477,OK,653464.37541845,653464.37541864,0.000662477438182013
164085,4420,2015,13,3393239,OK,475555.686709649,474300.7694705,0.0004831501795893
164086,4420,2015,13,4664419,OK,653724.007886656,653724.00788689,0.000664390235725028
164087,4420,2015,13,4658182,OK,654269.937174612,654269.93717487,0.000662419082568382
164088,4420,2015,13,3394367,OK,476810.871627147,476810.87162795,0.000483779208381553
164089,4420,2015,13,683069,OK,96783.7195606625,96783.7195606,9.81783952992388e-05
164090,4420,2015,13,458370,OK,63579.7337928401,63579.7337928,6.53988049491473e-05
164091,4420,2015,13,4669421,OK,655889.395565564,654861.3351763,0.000664764107192962
164092,4420,2015,13,4664558,OK,663128.951087555,663128.9510867,0.00067281984525798
164094,4420,2015,13,4091590,OK,593423.638561639,593423.6385615,0.000602321839369784
164095,4420,2015,13,403454,OK,55102.3686789667,55102.368679,5.62229345437485e-05
164123,4423,2015,13,3162996,OK,440147.286608201,440147.2866081,0.000445899659609192
164154,4426,2015,13,645321,OK,91436.4872536038,91436.48725367,9.23566050685126e-05
164157,4426,2015,13,946020,OK,132509.888130017,132509.88813003,0.000134041564469636
164182,4428,2015,13,1904030,OK,272236.029926292,272236.02992644,0.000276241967965948
164184,4428,2015,13,3141316,OK,465880.855393677,465880.8553936,0.000460003645476365
164187,4428,2015,13,4634728,OK,649810.538587867,649810.538587897,0.000660704614514704
164188,4428,2015,13,4627302,OK,653645.977439149,653645.977439,0.000662914005678871
164189,4428,2015,13,4601716,OK,658511.546114328,658511.5461149,0.000670848859369465
164191,4428,2015,13,761452,OK,110083.692901712,110083.69290161,0.000111367996426839
164194,4428,2015,13,4620615,OK,657903.42827346,657903.428274,0.000667941162887992
164200,4428,2015,13,4613717,OK,647635.004513302,647635.0045129,0.000657270025789882
164205,4428,2015,13,2709130,OK,379513.596292621,379513.5962929,0.000386150081427184
164206,4428,2015,13,3092122,OK,432767.546522055,432767.54652193,0.00043924552688947
164209,4428,2015,13,1047292,OK,145481.424826406,145481.4248263,0.000146974830211664
164235,4432,2015,13,1873882,OK,274102.327111238,274102.32711148,0.000275563397973388
164237,4432,2015,13,4853800,OK,698260.618291698,698260.618291,0.000701962454873072
164242,4432,2015,13,4875567,OK,698915.502807228,698915.5028064,0.000706080193463271
164243,4432,2015,13,4888140,OK,699127.196587642,699127.19658724,0.000706217819765518
164244,4432,2015,13,4893486,OK,697435.05130656,697435.0513069,0.000706296082936481
164245,4432,2015,13,4872499,OK,698874.673276006,698874.67327645,0.000704527467619951
164247,4432,2015,13,4207179,OK,659501.540634146,659501.54063421,0.000606370735103028
164248,4432,2015,13,2066750,OK,291896.001196883,291896.0011972,0.000293956571886782
164290,4434,2015,13,381659,OK,52216.0361728746,52216.036172849,4.01019228800432e-05
164291,4434,2015,13,475291,OK,49769.3107918077,49769.3107918,5.06466384082292e-05
164294,4434,2015,13,111286,OK,11861.3949858707,11861.394985874,1.17679329248341e-05
164296,4434,2015,13,929399,OK,97434.857349683,97434.8573497,9.96920882912069e-05
164298,4434,2015,13,4900766,OK,513429.560274671,513429.56027485,0.00052013694358223
164302,4434,2015,13,1077788,OK,105027.850237852,105027.8502378,0.000106074622049314
164326,4435,2015,13,2518047,OK,271962.836572393,271962.8365723,0.00027565325914603
164328,4435,2015,13,1432882,OK,155419.394524438,155419.39452441,0.000156681843747549
164329,4435,2015,13,4895600,OK,521603.085752596,521603.0857534,0.000529681746180993
164331,4435,2015,13,4835720,OK,505754.595849766,505754.59584995,0.000513755906370907
164332,4435,2015,13,4051192,OK,428129.484689357,428129.48468983,0.000431232408988074
164333,4435,2015,13,4886771,OK,516952.438245271,516952.4382451,0.000525101105666428
164334,4435,2015,13,680552,OK,66950.3797887866,66950.37978877,6.81531458139846e-05
164400,4437,2015,13,1384486,OK,202930.776384144,202930.7763844,0.000205593491044966
164401,4437,2015,13,729845,OK,108242.441628579,108242.4416285,0.000109530698825639
164403,4437,2015,13,308548,OK,46148.7187455276,46148.7187455,4.64118715500789e-05
164405,4437,2015,13,284966,OK,42092.9058368069,42092.9058368,4.26859404243362e-05
164406,4437,2015,13,4879751,OK,716978.705771848,716978.705772,0.000725271426057976
164408,4437,2015,13,3364451,OK,474723.36674862,474723.36674826,0.000480558621401977
164429,4440,2015,13,3507711,OK,581309.642245823,581309.6422457,0.000588785458529018
164432,4440,2015,13,568162,OK,165030.41534331,165030.4153437,9.28211921538633e-05
164433,4440,2015,13,4867892,OK,783651.341717023,782502.766187,0.000791194494859005
164436,4440,2015,13,4872693,OK,788916.385889022,788916.3858893,0.000798100965544102
164437,4440,2015,13,4881877,OK,784335.44849694,784335.4484965,0.000792118627490489
164440,4440,2015,13,4865539,OK,789537.691167104,789537.6911675,0.0007966863816297
164442,4440,2015,13,4877589,OK,785896.318112899,785896.3181126,0.000792937168545295
164444,4440,2015,13,4874206,OK,785893.305134642,785893.30513396,0.000793205561699909
164445,4440,2015,13,4877538,OK,784184.394570713,784184.3945703,0.000791570704471148
164447,4440,2015,13,4858326,OK,795728.529894627,795728.5298954,0.000800410901210763
164448,4440,2015,13,4851870,OK,812449.35194609,812449.3519465,0.000819298405455456
164449,4440,2015,13,4858257,OK,793411.116482043,793411.1164831,0.000801079154975346
