run,fill,year,pp.energy,n.lumi.events,data.quality,proxy.for.lumi.data.integrity,proxy.for.physics.data.integrity,lumi
179370,5078,2016,13,4637703,OK,1032851.37591,1032851.3759054,0.00105381880617065
179371,5078,2016,13,2196461,OK,482434.706718,482434.70671714,0.000491011739244876
179372,5078,2016,13,446781,OK,97107.2037024,97107.2037024,9.97961172091031e-05
179373,5078,2016,13,3358723,OK,755758.372098,755758.37209627,0.000768760149386647
179374,5078,2016,13,4990839,OK,1093078.73631,1093078.7363081,0.00112049767053805
179376,5078,2016,13,4660949,OK,1026398.13387,1026398.1338714,0.00104342461761803
179379,5078,2016,13,4664348,OK,1028222.96899,1028222.9689921,0.00104768993499093
179380,5078,2016,13,1025232,OK,224972.573807,224972.57380716,0.000230992617817969
179381,5078,2016,13,2864873,OK,620235.477624,620235.47762315,0.000636502642660161
179382,5078,2016,13,4658151,OK,1026043.55607,1026043.5560715,0.00105054711703286
179383,5078,2016,13,4642199,OK,1034937.62692,1034937.62691835,0.00105739134686898
179384,5078,2016,13,2463251,OK,560591.249323,560591.24932284,0.000556182848029784
179386,5078,2016,13,4631361,OK,1025911.72993,1025911.72992735,0.00103528835559631
179387,5078,2016,13,1782291,OK,397900.246453,397900.2464518,0.000399197834667731
179388,5078,2016,13,3368932,OK,781210.305863,781210.3058631,0.000759777712166002
179389,5078,2016,13,2383825,OK,546049.708754,546049.7087556,0.000536679507665581
179390,5078,2016,13,1503991,OK,331960.04614,331960.04614031,0.000337759698032672
179391,5078,2016,13,4596942,OK,1028901.12918,1028901.12918363,0.0010304325851897
179392,5078,2016,13,4611330,OK,1031096.83424,1028977.9059913,0.00104090997053286
179393,5078,2016,13,200544,OK,42394.4189725,42394.41897258,4.52194656184093e-05
179395,5078,2016,13,1840388,OK,405592.052797,405592.0527978,0.000412055643016448
179396,5078,2016,13,4581444,OK,1028964.96991,1028964.9699134,0.00103305598240109
179397,5078,2016,13,4628671,OK,1031525.83702,1031525.83701757,0.00103694719438201
179398,5078,2016,13,1535386,OK,334047.688641,334047.68864094,0.000341649609177321
179399,5078,2016,13,2369654,OK,517806.617083,517806.6170824,0.000531909599976165
179400,5078,2016,13,2637632,OK,580811.307676,580811.30767578,0.000594405237984918
179401,5078,2016,13,1465223,OK,323758.650062,323758.6500611,0.000326245787774061
179402,5078,2016,13,4188950,OK,929499.897352,929499.8973521,0.000937203049561831
179403,5078,2016,13,4646251,OK,1032041.40736,1032041.4073558,0.0010426066360075
179407,5078,2016,13,871032,OK,189683.267138,189683.2671386,0.000194003827911857
179408,5078,2016,13,4677885,OK,1031188.43216,1031188.432161,0.00104862585137271
179409,5078,2016,13,3308035,OK,728138.894526,726029.3611099,0.000743831944918719
179436,5080,2016,13,931949,OK,203439.955195,203439.9551949,0.000208338535109399
179437,5080,2016,13,2201789,OK,483849.16953,483849.169529,0.000493946704432481
179438,5080,2016,13,2619218,OK,576940.709206,576940.7092069,0.000591659739174718
179440,5080,2016,13,4665627,OK,1032748.02253,1032748.0225337,0.00104354317992952
179441,5080,2016,13,2190726,OK,478808.848974,478808.848974,0.000483801290975695
179442,5080,2016,13,2196092,OK,484352.91671,484352.91670935,0.000490472070800634
179443,5080,2016,13,3015320,OK,661870.710356,661870.7103556,0.000672651482917435
179445,5080,2016,13,2690161,OK,594192.116841,594192.116841,0.000603810819148968
179447,5080,2016,13,1986650,OK,432021.636262,432021.6362617,0.000442393837491368
179448,5080,2016,13,2087514,OK,457879.067522,457879.067521,0.000467693226350203
179449,5080,2016,13,4673282,OK,1029051.89989,1029051.8998926,0.00104224370516148
179450,5080,2016,13,2099937,OK,467302.301274,467302.301274,0.000475767616116479
179453,5080,2016,13,192989,OK,49749.6446825,49749.6446825,4.32469231198495e-05
179454,5080,2016,13,2605278,OK,568395.8997,568395.89969983,0.000577286450535477
179455,5080,2016,13,1565458,OK,345138.720605,345138.720604,0.000353787836853292
179458,5080,2016,13,1619115,OK,355256.323882,355256.323882,0.000361749978995035
179460,5080,2016,13,4603797,OK,1034186.04973,1034186.0497318,0.0010343306102306
179461,5080,2016,13,1532113,OK,334940.241607,334940.2416061,0.000339833417642333
179462,5080,2016,13,1167500,OK,258053.325204,258053.3252042,0.000263257479852618
179463,5080,2016,13,4616276,OK,1030661.89998,1030661.8999803,0.00103101326235355
179464,5080,2016,13,4629421,OK,1032314.39061,1032314.3906048,0.00103627187297943
179465,5080,2016,13,992161,OK,219558.416388,219558.4163882,0.00022355312177947
179466,5080,2016,13,3539958,OK,794227.206394,794227.20639466,0.000793465217060001
179467,5080,2016,13,3372413,OK,747582.537029,747582.5370292,0.000752068926444313
179468,5080,2016,13,4512546,OK,1036726.55445,1036726.5544538,0.00101877705187875
179469,5080,2016,13,4578177,OK,1033909.52362,1033909.5236212,0.00102583736038646
179470,5080,2016,13,1161116,OK,256436.457432,256436.4574324,0.000260315008992324
179471,5080,2016,13,1025816,OK,232514.395027,232514.395027,0.000228613270646496
179472,5080,2016,13,3568964,OK,823714.183336,823714.1833368,0.000799533284403992
179473,5080,2016,13,4543304,OK,1030125.43999,1030125.4399915,0.00101105985047233
179474,5080,2016,13,4498544,OK,1037079.94836,1037079.9483586,0.00101287633048557
179475,5080,2016,13,1557356,OK,354229.153511,354229.15351,0.000351716998428858
179476,5080,2016,13,2444967,OK,547868.656446,547868.6564452,0.000550233613248989
179477,5080,2016,13,4539145,OK,1032912.1718,1030779.725202,0.00101286287346109
179478,5080,2016,13,1504113,OK,333187.250717,333187.2507168,0.000335894737034898
179479,5080,2016,13,2309327,OK,535102.045901,535102.0459009,0.000516737114231297
179480,5080,2016,13,2404570,OK,569016.056701,569016.0567007,0.000536846719402341
179501,5083,2016,13,1186652,OK,265564.399658,265564.399659,0.000267604606081322
179503,5083,2016,13,747900,OK,162459.758226,162459.7582262,0.000168005208344092
179504,5083,2016,13,1704358,OK,383626.485082,383626.4850826,0.000385103184452092
179506,5083,2016,13,587217,OK,127936.223252,127936.22325225,0.000132462816469396
179508,5083,2016,13,4497304,OK,1024350.83123,1024350.8312324,0.00100788212740889
179509,5083,2016,13,1108767,OK,261275.221779,261275.2217788,0.000253558282871139
179510,5083,2016,13,2200991,OK,492401.873237,492401.8732358,0.000493536469864978
179511,5083,2016,13,1552402,OK,339715.030198,339715.0301984,0.000346738314564599
179513,5083,2016,13,2996901,OK,676549.17296,674360.2374927,0.000669350289017623
179514,5083,2016,13,3191776,OK,716758.000902,716758.000902,0.00071905916657662
179518,5083,2016,13,525196,OK,117409.694393,117409.694393,0.000120173748147605
179519,5083,2016,13,983949,OK,215676.743797,215676.7437973,0.000220080331407358
179520,5083,2016,13,1308280,OK,289399.547345,289399.5473446,0.000294770067345809
179521,5083,2016,13,1695510,OK,373525.584902,373525.5849024,0.000381465376393868
179522,5083,2016,13,4590169,OK,1035831.68854,1035831.6885383,0.00103364378018418
179524,5083,2016,13,2661372,OK,600830.12387,600830.12386961,0.000594044562341515
179525,5083,2016,13,2573712,OK,582437.290134,582437.2901334,0.000575454809945374
179526,5083,2016,13,1890842,OK,422036.653389,422036.6533883,0.000423867382469981
179527,5083,2016,13,3120083,OK,693629.828044,693629.8280442,0.000696058088024835
179529,5083,2016,13,159367,OK,34909.9218081,34909.9218081,3.57884088572829e-05
179530,5083,2016,13,2074719,OK,455034.085461,455034.0854612,0.000461635276301358
179531,5083,2016,13,1567019,OK,350814.097668,350814.09766916,0.000349864932479373
179532,5083,2016,13,292014,OK,62914.6377483,60953.109796,6.5444417954586e-05
179533,5083,2016,13,4431576,OK,990029.21803,990029.2180311,0.000992612486719884
179534,5083,2016,13,4662505,OK,1032605.15778,1032605.1577802,0.00104553653765137
179535,5083,2016,13,1195248,OK,262664.797607,262664.7976062,0.000267251455849947
179536,5083,2016,13,746736,OK,163980.830267,163980.8302669,0.000168052761730063
179537,5083,2016,13,3770412,OK,828297.317243,828297.31724303,0.000843571521962565
179538,5083,2016,13,1701970,OK,378504.426775,378504.4267742,0.000384882569828001
179565,5085,2016,13,4716353,OK,853123.201547,853123.20154771,0.000857787450943142
179567,5085,2016,13,2088357,OK,458939.537377,458939.5373764,0.000463013952033331
179568,5085,2016,13,4169750,OK,920375.428604,920375.4286032,0.000930224991638934
179569,5085,2016,13,762267,OK,172735.263608,172735.2636078,0.000169343890980147
179570,5085,2016,13,1505026,OK,330014.54152,330014.5415201,0.000335761593351357
179571,5085,2016,13,370074,OK,81686.3462134,81686.3462134,8.31557601637743e-05
179572,5085,2016,13,494746,OK,107956.21782,107956.21782,0.000110390059649352
179573,5085,2016,13,229965,OK,50101.8880642,50101.88806423,5.15149782621428e-05
179575,5085,2016,13,1033141,OK,224986.558368,224986.558368,0.000228512445699484
179577,5085,2016,13,1992316,OK,436149.315887,436149.3158867,0.000444875348008985
179580,5085,2016,13,436511,OK,95615.9874898,95615.9874898,9.76380071353776e-05
179581,5085,2016,13,2481159,OK,544399.15141,544399.15140963,0.00055389277658756
179582,5085,2016,13,547065,OK,118970.769804,118970.769804,0.000122363565722838
179583,5085,2016,13,565329,OK,123325.664219,123325.66421817,0.000126608533933099
179584,5085,2016,13,688541,OK,150051.377313,150051.377313,0.000154623723778486
179587,5085,2016,13,222473,OK,48415.7601021,48415.7601021,4.96427600770528e-05
179589,5085,2016,13,472886,OK,103352.539787,103352.539787,0.000105265699824971
179590,5085,2016,13,3644659,OK,798627.29128,798627.291281,0.000814420788346619
179591,5085,2016,13,4663236,OK,1028420.20831,1028420.2083124,0.00105011814012078
179592,5085,2016,13,413549,OK,98339.640112,98339.640112,9.36584535200051e-05
179593,5085,2016,13,4661388,OK,1028550.03467,1028550.0346683,0.00104180710227657
179594,5085,2016,13,4690304,OK,1029917.03185,1029917.0318456,0.0010491067826432
179595,5085,2016,13,4690719,OK,1030688.95496,1030688.9549571,0.00104686732351671
179596,5085,2016,13,3759373,OK,823806.40844,823806.4084399,0.000840750181146374
179597,5085,2016,13,4679762,OK,1025189.78105,1025189.7810489,0.00104035191470781
179598,5085,2016,13,2670458,OK,588482.918164,588482.918165,0.000599646320705912
179599,5085,2016,13,4676070,OK,1028324.46805,1028324.4680531,0.00104515662946218
179600,5085,2016,13,2452526,OK,537409.716184,535279.8747379,0.000545644762772896
179601,5085,2016,13,1067869,OK,231334.242824,231334.242824,0.000236863596855719
179602,5085,2016,13,1153435,OK,250222.686786,250222.68678686,0.000254669353684296
179603,5085,2016,13,377777,OK,82596.7602266,82596.7602266,8.62476859000574e-05
179604,5085,2016,13,4628488,OK,1034246.75811,1034246.75811316,0.00105507408566413
179605,5085,2016,13,4684835,OK,1033065.87885,1033065.878846,0.00105356273528612
179606,5085,2016,13,1898982,OK,412744.428421,412744.4284203,0.000421119378841686
179607,5085,2016,13,4428239,OK,970446.815036,970446.8150356,0.000992787300421725
179608,5085,2016,13,1152559,OK,250675.691234,250675.6912343,0.000256486975665847
179610,5085,2016,13,4696028,OK,1032567.47439,1032567.4743864,0.00105433719769397
179611,5085,2016,13,4586913,OK,1008999.605,1008999.6050009,0.00102986789861377
179613,5085,2016,13,2658776,OK,585274.476319,585274.47632,0.000596255721583427
179614,5085,2016,13,4691992,OK,1029168.22074,1029168.2207424,0.00104869117973026
179616,5085,2016,13,1974370,OK,430179.352888,430179.3528878,0.000437719644998884
179668,5091,2016,13,1776818,OK,399352.54487,399352.5448702,0.000400148349597043
179671,5091,2016,13,4680012,OK,1029861.59219,1029861.5921908,0.00104869694116946
179672,5091,2016,13,2129195,OK,465933.141317,465933.141316,0.000474627591953995
179673,5091,2016,13,4653175,OK,1027936.70349,1027936.7034922,0.00104224719742521
179674,5091,2016,13,612571,OK,132720.774127,132720.774127,0.000136046453389313
179675,5091,2016,13,407344,OK,87767.7300965,87767.7300965,9.04298781491403e-05
179676,5091,2016,13,3947629,OK,869380.83413,869380.8341288,0.000882784574717203
179678,5091,2016,13,2135907,OK,468571.275573,466430.0443505,0.000476938466060118
179679,5091,2016,13,4696683,OK,1028814.15539,1028814.1553896,0.00104597110361322
179682,5091,2016,13,4703335,OK,1027208.05486,1027208.0548592,0.00104760970147628
179683,5091,2016,13,4651088,OK,1029601.55636,1029601.5563555,0.00103774267818714
179684,5091,2016,13,4626005,OK,1030204.65551,1030204.6555127,0.0010328620605539
179685,5091,2016,13,289823,OK,62952.1966633,62952.1966633,6.57821646039123e-05
179686,5091,2016,13,1512331,OK,351030.853513,351030.853512,0.000347947215826776
179687,5091,2016,13,1475224,OK,332847.158178,332847.1581777,0.00033909390643151
179688,5091,2016,13,1632851,OK,363001.691305,363001.69130567,0.000372661260533129
179690,5091,2016,13,564277,OK,123045.602277,123045.60227764,0.000125884106447963
179691,5091,2016,13,1835952,OK,411284.001,411284.0009998,0.000411925346965395
179692,5091,2016,13,2541138,OK,584372.026891,584372.0268919,0.000568719686814634
179693,5091,2016,13,3702007,OK,833535.66145,831392.046062,0.000829778223563503
179694,5091,2016,13,1171907,OK,279222.130061,279222.13006041,0.00026276669407002
179695,5091,2016,13,984054,OK,223291.594326,223291.594326,0.000213735334774679
179730,5093,2016,13,1913744,OK,440141.205989,440141.2059884,0.000427790901894058
179733,5093,2016,13,4568143,OK,1041411.79919,1041411.7991852,0.00103326474922788
179734,5093,2016,13,4591227,OK,1032511.73137,1030336.6929212,0.00102339903994825
179735,5093,2016,13,4595640,OK,1027532.49739,1027532.4973885,0.00101787179098892
179737,5093,2016,13,452702,OK,100549.370003,100549.370003,0.00010231869182625
179738,5093,2016,13,4628102,OK,1029189.55737,1029189.5573744,0.00102736847779281
179741,5093,2016,13,4507249,OK,1031243.80897,1029077.38126,0.0010078319477752
179743,5093,2016,13,145883,OK,33321.2070091,33321.2070091,3.24592297809088e-05
179744,5093,2016,13,996039,OK,380627.281906,380627.281906,0.0002193605995268
179756,5093,2016,13,4521543,OK,1035032.19897,1035032.1989711,0.00101299448173928
179757,5093,2016,13,3988034,OK,950306.014144,950306.01414245,0.000888125417199041
179759,5093,2016,13,981490,OK,217923.564997,217923.5649969,0.000217569526445116
179760,5093,2016,13,291113,OK,63700.7616867,63700.7616867,6.41483377189984e-05
179761,5093,2016,13,4444633,OK,1026385.80781,1026385.8078073,0.000990977724652999
179762,5093,2016,13,4514140,OK,1032657.05163,1032657.0516281,0.00100554971027783
179763,5093,2016,13,943842,OK,205433.400119,205433.4001185,0.000209598682268185
179764,5093,2016,13,445145,OK,96382.1509618,96382.1509618,9.79314195467112e-05
179766,5093,2016,13,287969,OK,61747.0466607,61747.0466607,6.3769559715943e-05
179767,5093,2016,13,4595494,OK,1036246.10336,1036246.1033589,0.00103089238472034
179769,5093,2016,13,4507212,OK,1030805.96618,1030805.966176,0.00100910406333591
179770,5093,2016,13,4495835,OK,1028100.05022,1028100.0502191,0.00100709957042267
179771,5093,2016,13,4524382,OK,1036263.32328575,1036263.3232889,0.00101978020998418
179773,5093,2016,13,1086567,OK,241198.444518,241198.44451764,0.00024599857001886
179775,5093,2016,13,870971,OK,193917.981606,193917.981606,0.000195398157033768
179777,5093,2016,13,4534665,OK,1032259.89991,1032259.8999072,0.00101324509397504
179778,5093,2016,13,4560839,OK,1042020.78145,1042020.7814462,0.00102896113065324
179780,5093,2016,13,756487,OK,168613.915201,168613.915201,0.000169671048980386
179782,5093,2016,13,4564299,OK,1032497.31517185,1032497.3151689,0.0010235385045796
179783,5093,2016,13,4537333,OK,1038001.46439,1038001.4643889,0.00101614860881909
179784,5093,2016,13,1664380,OK,372400.909158,372400.9091578,0.000370264112658976
179786,5093,2016,13,3875647,OK,884021.570365253,884021.5703666,0.00086333912452407
179787,5093,2016,13,4492178,OK,1034754.32213,1034754.3221315,0.00100493140255982
179788,5093,2016,13,4459273,OK,1036734.68713,1036734.68713,0.000998155620752377
179789,5093,2016,13,3998617,OK,921538.722083,921538.7220847,0.000891161788230177
179803,5095,2016,13,1287299,OK,285640.9135,285640.9135001,0.000286573816197566
179804,5095,2016,13,4585754,OK,1031637.67214,1030426.7641562,0.00102195349278381
179805,5095,2016,13,4443674,OK,1043238.31134,1043238.3113431,0.00100968662983587
179806,5095,2016,13,4582572,OK,1033722.78887,1033722.7888635,0.00101815555739549
179808,5095,2016,13,4631020,OK,1033927.33495,1033927.3349452,0.00103683372788869
179809,5095,2016,13,4473400,OK,1032243.3967,1032243.3967002,0.00100044561474917
179813,5095,2016,13,393727,OK,86541.9702807,86541.9702807,8.74267261784138e-05
179814,5095,2016,13,4454143,OK,1031448.66814,1031448.6681383,0.000993317356983554
179818,5095,2016,13,1343502,OK,303131.80252305,303131.8025222,0.000296858529185667
179820,5095,2016,13,4493703,OK,1029338.41867,1029338.4186692,0.000997341516051756
179825,5095,2016,13,4516959,OK,1034128.48096,1034128.4809572,0.00101342019055148
179831,5095,2016,13,2523391,OK,605431.615129,605431.615129,0.000563781179710426
179846,5095,2016,13,4418180,OK,1044743.70856,1044743.7085551,0.00100926614229164
179866,5095,2016,13,4512950,OK,1032082.3168891,1032082.31688791,0.00100585615800082
179884,5095,2016,13,1050547,OK,231791.47064284,231791.470642,0.000236386900800771
179896,5095,2016,13,3323675,OK,742218.94467179,742218.9446714,0.000747641084623131
179901,5095,2016,13,1024930,OK,224860.4131109,224860.413111,0.000230355267582498
179904,5095,2016,13,597809,OK,137833.77295432,137833.77295405,0.000132683447086225
179907,5095,2016,13,2239814,OK,490132.92140766,490132.92140775,0.000499426065638169
179911,5095,2016,13,4634732,OK,1021367.06006,1021367.0600606,0.00103520391128852
179920,5095,2016,13,4674605,OK,1039959.83097,1037816.4464937,0.00105378883770402
179931,5095,2016,13,4684997,OK,1031582.61969,1031582.6196846,0.00104464096240207
179940,5095,2016,13,4706880,OK,1037362.7416662,1037362.7416672,0.00105516084671989
179950,5095,2016,13,634307,OK,135092.29748988,135092.2974891,0.000138091831403752
179993,5096,2016,13,4822697,OK,1052684.78374,1052684.7837393,0.00106944487377379
180006,5096,2016,13,4713532,OK,1034453.30689,1034453.3068943,0.00105235001154269
180016,5096,2016,13,1437152,OK,327700.576803,327700.57680323,0.000323366073634267
180017,5096,2016,13,4707760,OK,1034780.43549,1034780.4354908,0.00105067117035392
180020,5096,2016,13,3438236,OK,757792.39469386,757792.39469466,0.000772325875225309
180026,5096,2016,13,194018,OK,42080.203729263,42080.2037292,4.37553458004142e-05
180027,5096,2016,13,469169,OK,102301.685293636,102301.685293,0.000106164276701115
180029,5096,2016,13,338179,OK,74449.078471746,74449.0784717,7.55040246806398e-05
180030,5096,2016,13,4712448,OK,1032531.22874856,1032531.2287446,0.00104975479665591
180034,5096,2016,13,2580807,OK,571311.909423,569144.7012663,0.000577061588099354
180036,5096,2016,13,1097004,OK,241011.667631,241011.667631,0.00024651443815642
180038,5096,2016,13,4699158,OK,1040043.70605,1040043.7060492,0.00106039042817028
180040,5096,2016,13,4671486,OK,1043026.53151,1043026.5315114,0.00105430420338406
180042,5096,2016,13,4691882,OK,1038500.94286143,1038500.9428652,0.00105522308804265
180045,5096,2016,13,1976290,OK,449447.82756548,449447.8275662,0.000445252355227639
180048,5096,2016,13,2078890,OK,474331.065399,474331.06539939,0.00047048364128049
180050,5096,2016,13,4658599,OK,1026792.69887,1026792.6988752,0.00104293692131093
180051,5096,2016,13,1946827,OK,426640.14009048,426640.14009045,0.000435807747823051
180052,5096,2016,13,4708739,OK,1032707.64394699,1032707.6439489,0.0010528464654205
180054,5096,2016,13,499703,OK,167240.46255534,167240.462556,0.0001111040439094
180055,5096,2016,13,4686178,OK,1035789.36584583,1035789.3658444,0.00105076414181019
180056,5096,2016,13,4684373,OK,1030568.74267001,1030568.7426713,0.00104561381313996
180058,5096,2016,13,4725311,OK,1032635.37664783,1032635.37664943,0.00105277790534276
180059,5096,2016,13,4675355,OK,1039831.77231034,1037680.7286336,0.0010528506808602
180061,5096,2016,13,4650779,OK,1032987.78719,1032987.7871879,0.00104100908062227
180062,5096,2016,13,4697553,OK,1031757.89433308,1031757.8943291,0.00104468886402003
180064,5096,2016,13,4711090,OK,1035681.63019287,1035681.6301949,0.00105333663483109
180066,5096,2016,13,4687206,OK,1040587.5213292,1040587.5213315,0.00105753738995573
180067,5096,2016,13,4667274,OK,1035761.95998,1035761.9599845,0.00104371159593154
180069,5096,2016,13,2306583,OK,506516.013754,506516.0137543,0.000516694649107477
180070,5096,2016,13,2717125,OK,599936.1649581,599936.164958,0.000602269819550942
180096,5097,2016,13,792155,OK,175629.55836153,175629.5583614,0.000177500712783182
180097,5097,2016,13,4641284,OK,1043843.65866,1043843.6586614,0.00104670346912484
180103,5097,2016,13,4634255,OK,1038942.06962,1038942.0696224,0.00103881616917499
180105,5097,2016,13,1218851,OK,276614.62955064,276614.62955,0.000272477737064151
180107,5097,2016,13,4320916,OK,960210.493762,960210.4937613,0.000960340721535189
180109,5097,2016,13,2434924,OK,542829.02967106,542829.0296713,0.000546687121798247
180113,5097,2016,13,437780,OK,197199.15853473,197199.15853462,9.76271372896866e-05
180115,5097,2016,13,2177483,OK,484405.671588,484405.67158808,0.000489792756440598
180116,5097,2016,13,733628,OK,161922.10602685,161922.10602728,0.000164450618348337
180121,5097,2016,13,1057628,OK,242938.55623462,242938.556235,0.000238300906063873
180122,5097,2016,13,4690790,OK,1033703.05925,1033703.0592451,0.0010459549023401
180123,5097,2016,13,4631957,OK,1039857.46293966,1039857.4629416,0.00104572382968108
180124,5097,2016,13,4678687,OK,1034909.96296,1034909.9629598,0.00104473746256893
180125,5097,2016,13,4638375,OK,1041951.84553,1041951.8455326,0.00104996557410325
180126,5097,2016,13,3466325,OK,779797.752324,779797.752324,0.000780841797901584
180127,5097,2016,13,1039153,OK,231362.304054,231362.304054,0.000232825658727812
180128,5097,2016,13,4665262,OK,1041254.9485,1041254.9485031,0.00104964169804512
180129,5097,2016,13,4635695,OK,1048802.31237181,1048802.31237351,0.00105806492107455
180130,5097,2016,13,1219423,OK,266689.42771833,266689.4277184,0.000270965171089045
180131,5097,2016,13,741445,OK,162866.312116,162866.3121155,0.000166597907015289
180132,5097,2016,13,568101,OK,125382.326191,125382.3261908,0.000127332646168047
180134,5097,2016,13,778471,OK,169929.370126316,169929.370126,0.000172333264548342
180135,5097,2016,13,461196,OK,100783.423613554,100783.423614,0.000104066738422145
180136,5097,2016,13,4709908,OK,1036584.70053,1036584.7005245,0.00105432473096138
180137,5097,2016,13,4635629,OK,1034746.38473,1034746.3847264,0.00103917916164765
180139,5097,2016,13,1370773,OK,303133.80005435,303133.80005492,0.000307897761080315
180141,5097,2016,13,4643093,OK,1031457.91523964,1029358.7647233,0.00103695565457192
180143,5097,2016,13,4640384,OK,1040735.43027464,1040735.4302722,0.00104489872995234
180144,5097,2016,13,4660233,OK,1037135.31911,1037135.3191085,0.00104349245555705
180145,5097,2016,13,4632172,OK,1048755.34927572,1048755.3492803,0.00105791605352589
180146,5097,2016,13,4661272,OK,1048328.28398957,1048328.2839928,0.00106244978864527
180147,5097,2016,13,4638541,OK,1051633.10374,1051633.1037418,0.00106225464384134
180148,5097,2016,13,325856,OK,69413.685659674,69413.6856597,7.06622422557067e-05
180188,5101,2016,13,471993,OK,223718.487311,223718.48731063,9.65212354796898e-05
180191,5101,2016,13,1695310,OK,389095.736749,387000.8209309,0.000381892460031971
180192,5101,2016,13,1309763,OK,286530.31114828,286530.31114885,0.000291213797347506
180194,5101,2016,13,358937,OK,76545.528730601,76545.52873064,7.90089814441197e-05
180195,5101,2016,13,4657432,OK,1032434.43443932,1032434.4344334,0.0010454592455045
180197,5101,2016,13,1926817,OK,1035984.80746,1035984.807455,0.000431352499794492
180199,5101,2016,13,525022,OK,115269.003947817,115269.003948,0.000117551065782421
180200,5101,2016,13,4666026,OK,1032442.16143034,1032442.1614326,0.00104206989454842
180203,5101,2016,13,4658060,OK,1033745.19496,1033745.19496044,0.00104255852525229
180207,5101,2016,13,654271,OK,137669.439441623,137669.4394421,0.000139661320226194
180221,5102,2016,13,4693047,OK,963588.55276643,963588.552766,0.000973454631681813
180225,5102,2016,13,1094368,OK,245116.400862244,245116.400862,0.000247193621916934
180227,5102,2016,13,998108,OK,222575.311468192,222575.3114683,0.000224215297652799
180228,5102,2016,13,2501142,OK,556341.09494546,556341.09494592,0.000558014428912071
180231,5102,2016,13,3859825,OK,859196.64851967,859196.64852,0.000865968031300186
180234,5102,2016,13,4666590,OK,1027453.52306709,1027453.52306702,0.00103554321212706
180237,5102,2016,13,4677571,OK,1028664.57661541,1028664.57661944,0.00103970537284262
180239,5102,2016,13,4659050,OK,1037604.12135828,1037604.1213533,0.00105105156149366
180241,5102,2016,13,4667802,OK,1028398.13301,1028398.1330088,0.00104348651338981
180242,5102,2016,13,4668000,OK,1039321.12734915,1037158.5011337,0.00104635260911582
180245,5102,2016,13,4611779,OK,1036252.10111,1034087.0697525,0.00103996381885358
180247,5102,2016,13,862285,OK,201725.436986397,201725.4369867,0.000192236895849125
180248,5102,2016,13,4656076,OK,1029964.00566,1029964.00566313,0.00104336835803341
180250,5102,2016,13,4685199,OK,1031818.84947,1029655.6069303,0.0010451680089686
180251,5102,2016,13,4629375,OK,1032288.15274,1032288.1527435,0.00103429207731322
180252,5102,2016,13,4677554,OK,1032236.54882,1032236.54881651,0.00104713958834653
180253,5102,2016,13,4664846,OK,1042884.1631,1042884.1630978,0.00106104802023696
180254,5102,2016,13,4714210,OK,1033645.83019916,1033645.83019639,0.00105409698296345
180255,5102,2016,13,4709050,OK,1033700.53589199,1033700.5358921,0.00105023171421825
180256,5102,2016,13,4685284,OK,1040708.92525141,1038557.5207075,0.00105987049132473
180257,5102,2016,13,4726240,OK,1029391.33792992,1029391.3379329,0.00104951105760851
180258,5102,2016,13,4717785,OK,1035518.66305326,1035518.6630521,0.0010575493413262
180259,5102,2016,13,4705480,OK,1031133.54122546,1031133.5412277,0.00104638224245086
180260,5102,2016,13,4698554,OK,1029190.78715971,1029190.7871559,0.00104728319245973
180261,5102,2016,13,537242,OK,113627.538559707,113627.53855994,0.000115528923924501
180288,5105,2016,13,1107973,OK,217186.858625526,217186.85862524,0.000219169643085941
180291,5105,2016,13,4672903,OK,1028165.7344156,1028165.7344167,0.00104618197891673
180292,5105,2016,13,4615836,OK,1035569.57711065,1035569.5771108,0.00104217174403188
180293,5105,2016,13,4645836,OK,1034985.27305771,1034985.27305882,0.00104388640559841
180294,5105,2016,13,2785054,OK,620034.801438,620034.8014372,0.000623213814857011
180298,5105,2016,13,4667769,OK,1031061.01961,1031061.01960755,0.00104056672674626
180299,5105,2016,13,2125395,OK,1037675.23323369,1037675.23323246,0.000479006591660324
180300,5105,2016,13,4635994,OK,1036388.43598144,1036388.43597843,0.00104347935730116
180301,5105,2016,13,4656976,OK,1033533.69983542,1033533.6998361,0.00103837163116815
180302,5105,2016,13,3808286,OK,864466.49375441,864466.49375521,0.000857457273805592
180303,5105,2016,13,4659683,OK,1033517.10834198,1033517.1083394,0.00104603525945671
180304,5105,2016,13,4643704,OK,1041332.74467502,1041332.7446724,0.00105398944124533
180305,5105,2016,13,4482868,OK,995242.510114,995242.5101135,0.00100760241476763
180306,5105,2016,13,4660828,OK,1035638.46046126,1035638.4604656,0.00104935413995076
180307,5105,2016,13,4701956,OK,1033715.3756,1033715.375605,0.00105099488537772
180309,5105,2016,13,4685621,OK,1036419.92916646,1036419.9291631,0.00105218962657286
180310,5105,2016,13,4698755,OK,1035990.38657443,1035990.3865739,0.00105735184177839
180311,5105,2016,13,4682173,OK,1034951.20610347,1034951.2061059,0.00105007114954869
180313,5105,2016,13,506877,OK,114306.046429238,114306.046429,0.000112873217762584
180314,5105,2016,13,4628615,OK,1037442.09632637,1035317.6869807,0.00103803567530835
180315,5105,2016,13,4687606,OK,1030050.40868307,1028855.7142092,0.00104737734983843
180317,5105,2016,13,1908947,OK,415985.50543656,415985.50543642,0.000425892000992013
