5.0 0.262444 0.275657
5.5 0.267884 0.28158
6.0 0.273466 0.287636
6.5 0.279904 0.294472
7.0 0.287127 0.302097
7.5 0.29475 0.310166
8.0 0.302654 0.318523
8.5 0.310582 0.32689
9.0 0.318569 0.335304
9.5 0.326618 0.343766
10.0 0.334765 0.35231
10.5 0.343277 0.361208
11.0 0.351886 0.370189
11.5 0.360533 0.379195
12.0 0.36921 0.388215
12.5 0.377908 0.397237
13.0 0.386421 0.40605
13.5 0.394959 0.414868
14.0 0.403593 0.423761
14.5 0.412381 0.432781
15.0 0.421387 0.441988
15.5 0.43124 0.452006
16.0 0.441357 0.462236
16.5 0.451464 0.472421
17.0 0.461411 0.482418
17.5 0.471058 0.492091
18.0 0.479551 0.50061
18.5 0.487594 0.508678
19.0 0.495301 0.516405
19.5 0.50273 0.523851
20.0 0.509941 0.531074

