0.2434613244296049 1.261882858019014
0.2434613244296049 1.5378718184605962
0.6990818030050079 1.4152100582643374
0.6990818030050079 1.6298681386077902
1.099053978853643 1.5608708984973951
1.095575959933221 1.7755289788408497
1.4955481357818599 1.5685372585096626
1.49902615470228 1.8905243790248427
1.898998330550917 1.3385464581416766
1.898998330550917 1.6681999386691224
2.2954924874791303 1.5455381784728637
2.2954924874791303 1.9901870591843025
2.695464663327769 1.7985280588776487
2.698942682248191 2.4578350199325385
3.6971341124095733 2.166513339466425
3.7006121313299936 2.8564857405703794
